ihh,title,author,genre,quantity,shelf,ISBN,category
B14464,Sociology — Student14464,Anthony Giddens,Sociology,4,E14,LIB0000014464,Academic
B14465,Thermodynamics: An Engineering Approach — Student14465,Yunus A. Cengel,Mechanical Engineering,2,E15,LIB0000014465,Academic
B14466,Chemistry — Study14466,Raymond Chang,Chemistry,0,E16,LIB0000014466,Academic
B14467,Law of Contracts — University14467,Avtar Singh,Law,3,E17,LIB0000014467,Academic
B14468,Engineering Mechanics: Statics — Student14468,J.L. Meriam,Mechanical Engineering,5,E18,LIB0000014468,Academic
B14469,Database System Concepts — Student14469,Abraham Silberschatz,Computer Science,1,E19,LIB0000014469,Academic
B14470,Organizational Behavior — Study14470,Stephen P. Robbins,Management,3,E20,LIB0000014470,Academic
B14471,Organic Chemistry — Study14471,Paula Yurkanis Bruice,Chemistry,4,E21,LIB0000014471,Academic
B14472,Fluid Mechanics — Reference14472,Frank M. White,Mechanical Engineering,0,E22,LIB0000014472,Academic
B14473,Engineering Mechanics: Statics — Reference14473,J.L. Meriam,Mechanical Engineering,2,E23,LIB0000014473,Academic
B14474,Artificial Intelligence: A Modern Approach — Reference14474,Stuart Russell,Computer Science,2,E24,LIB0000014474,Academic
B14475,Organizational Behavior — Study14475,Stephen P. Robbins,Management,0,E25,LIB0000014475,Academic
B14476,Computer Networking: A Top-Down Approach — Study14476,James Kurose,Computer Science,5,E26,LIB0000014476,Academic
B14477,Physical Chemistry — Study14477,Peter Atkins,Chemistry,4,E27,LIB0000014477,Academic
B14478,Microbiology — Reference14478,Gerard J. Tortora,Microbiology,1,E28,LIB0000014478,Academic
B14479,Structural Analysis — Student14479,R.C. Hibbeler,Civil Engineering,1,E29,LIB0000014479,Academic
B14480,Classical Mechanics — University14480,John R. Taylor,Physics,4,E30,LIB0000014480,Academic
B14481,Principles of Economics — University14481,N. Gregory Mankiw,Economics,5,E31,LIB0000014481,Academic
B14482,Macroeconomics — Study14482,Olivier Blanchard,Economics,3,E32,LIB0000014482,Academic
B14483,Statistical Inference — Reference14483,George Casella,Statistics,5,E33,LIB0000014483,Academic
B14484,Introduction to Algorithms — Reference14484,Thomas H. Cormen,Computer Science,1,E34,LIB0000014484,Academic
B14485,Python Crash Course — Student14485,Eric Matthes,Computer Science,0,E35,LIB0000014485,Academic
B14486,Probability and Statistics — Student14486,Morris H. DeGroot,Statistics,4,E36,LIB0000014486,Academic
B14487,Signals and Systems — Reference14487,Alan V. Oppenheim,Electrical Engineering,2,E37,LIB0000014487,Academic
B14488,Python Crash Course — Student14488,Eric Matthes,Computer Science,0,E38,LIB0000014488,Academic
B14489,Marketing Management — Student14489,Philip Kotler,Business,4,E39,LIB0000014489,Academic
B14490,Linear Algebra and Its Applications — University14490,David C. Lay,Mathematics,2,E40,LIB0000014490,Academic
B14491,University Physics — Reference14491,Hugh D. Young,Physics,1,E41,LIB0000014491,Academic
B14492,Linear Algebra and Its Applications — Study14492,David C. Lay,Mathematics,0,E42,LIB0000014492,Academic
B14493,Principles of Economics — Student14493,N. Gregory Mankiw,Economics,2,E43,LIB0000014493,Academic
B14494,Chemistry — Student14494,Raymond Chang,Chemistry,5,E44,LIB0000014494,Academic
B14495,University Physics — Reference14495,Hugh D. Young,Physics,4,E45,LIB0000014495,Academic
B14496,Microelectronic Circuits — University14496,Adel S. Sedra,Electrical Engineering,0,E46,LIB0000014496,Academic
B14497,Engineering Mechanics: Statics — Study14497,J.L. Meriam,Mechanical Engineering,5,E47,LIB0000014497,Academic
B14498,Cognitive Psychology — University14498,Robert J. Sternberg,Psychology,3,E48,LIB0000014498,Academic
B14499,Corporate Finance — Reference14499,Jonathan Berk,Finance,0,E49,LIB0000014499,Academic
B14500,"Form, Space & Order — Student14500",Francis D.K. Ching,Architecture,2,E50,LIB0000014500,Academic
B14501,Clean Code — Reference14501,Robert C. Martin,Computer Science,4,F1,LIB0000014501,Academic
B14502,Computer Networking: A Top-Down Approach — Study14502,James Kurose,Computer Science,2,F2,LIB0000014502,Academic
B14503,Database System Concepts — Student14503,Abraham Silberschatz,Computer Science,4,F3,LIB0000014503,Academic
B14504,Introduction to Algorithms — Reference14504,Thomas H. Cormen,Computer Science,0,F4,LIB0000014504,Academic
B14505,Fundamentals of Physics — University14505,David Halliday,Physics,3,F5,LIB0000014505,Academic
B14506,Control Systems Engineering — Student14506,Norman S. Nise,Electrical Engineering,4,F6,LIB0000014506,Academic
B14507,Organic Chemistry — Reference14507,Paula Yurkanis Bruice,Chemistry,1,F7,LIB0000014507,Academic
B14508,Microbiology — Student14508,Gerard J. Tortora,Microbiology,0,F8,LIB0000014508,Academic
B14509,Python Crash Course — Reference14509,Eric Matthes,Computer Science,0,F9,LIB0000014509,Academic
B14510,Fundamentals of Physics — Study14510,David Halliday,Physics,4,F10,LIB0000014510,Academic
B14511,Microeconomics — Reference14511,Robert S. Pindyck,Economics,5,F11,LIB0000014511,Academic
B14512,University Physics — University14512,Hugh D. Young,Physics,3,F12,LIB0000014512,Academic
B14513,Research Methodology — Reference14513,C.R. Kothari,Research,0,F13,LIB0000014513,Academic
B14514,Constitutional Law — Reference14514,Erwin Chemerinsky,Law,4,F14,LIB0000014514,Academic
B14515,Introduction to Algorithms — Reference14515,Thomas H. Cormen,Computer Science,0,F15,LIB0000014515,Academic
B14516,Introduction to Algorithms — Study14516,Thomas H. Cormen,Computer Science,5,F16,LIB0000014516,Academic
B14517,Artificial Intelligence: A Modern Approach — Study14517,Stuart Russell,Computer Science,4,F17,LIB0000014517,Academic
B14518,Introduction to Electrodynamics — University14518,David J. Griffiths,Physics,0,F18,LIB0000014518,Academic
B14519,Law of Contracts — Reference14519,Avtar Singh,Law,3,F19,LIB0000014519,Academic
B14520,Law of Contracts — Reference14520,Avtar Singh,Law,2,F20,LIB0000014520,Academic
B14521,"Form, Space & Order — Reference14521",Francis D.K. Ching,Architecture,3,F21,LIB0000014521,Academic
B14522,Social Psychology — Student14522,David Myers,Psychology,4,F22,LIB0000014522,Academic
B14523,Statistical Inference — Study14523,George Casella,Statistics,3,F23,LIB0000014523,Academic
B14524,Engineering Mechanics: Statics — Study14524,J.L. Meriam,Mechanical Engineering,1,F24,LIB0000014524,Academic
B14525,Probability and Statistics — Reference14525,Morris H. DeGroot,Statistics,1,F25,LIB0000014525,Academic
B14526,Social Psychology — Student14526,David Myers,Psychology,0,F26,LIB0000014526,Academic
B14527,Engineering Mechanics: Statics — University14527,J.L. Meriam,Mechanical Engineering,5,F27,LIB0000014527,Academic
B14528,Fundamentals of Physics — Reference14528,David Halliday,Physics,1,F28,LIB0000014528,Academic
B14529,"Form, Space & Order — University14529",Francis D.K. Ching,Architecture,5,F29,LIB0000014529,Academic
B14530,Lehninger Principles of Biochemistry — Reference14530,Nelson & Cox,Biochemistry,4,F30,LIB0000014530,Academic
B14531,Organizational Behavior — Study14531,Stephen P. Robbins,Management,2,F31,LIB0000014531,Academic
B14532,Academic Writing — Student14532,Stephen Bailey,Academic Skills,3,F32,LIB0000014532,Academic
B14533,Molecular Biology of the Cell — Student14533,Bruce Alberts,Biology,4,F33,LIB0000014533,Academic
B14534,Structural Analysis — University14534,R.C. Hibbeler,Civil Engineering,0,F34,LIB0000014534,Academic
B14535,Linear Algebra and Its Applications — Reference14535,David C. Lay,Mathematics,2,F35,LIB0000014535,Academic
B14536,Digital Design — Study14536,M. Morris Mano,Electrical Engineering,0,F36,LIB0000014536,Academic
B14537,Operations Management — Study14537,Jay Heizer,Management,5,F37,LIB0000014537,Academic
B14538,Organizational Behavior — Student14538,Stephen P. Robbins,Management,2,F38,LIB0000014538,Academic
B14539,Probability and Statistics — University14539,Morris H. DeGroot,Statistics,4,F39,LIB0000014539,Academic
B14540,Cognitive Psychology — Student14540,Robert J. Sternberg,Psychology,0,F40,LIB0000014540,Academic
B14541,Organizational Behavior — Study14541,Stephen P. Robbins,Management,5,F41,LIB0000014541,Academic
B14542,Managerial Accounting — Student14542,Ray H. Garrison,Accounting,5,F42,LIB0000014542,Academic
B14543,Microbiology — University14543,Gerard J. Tortora,Microbiology,2,F43,LIB0000014543,Academic
B14544,Microeconomics — Reference14544,Robert S. Pindyck,Economics,2,F44,LIB0000014544,Academic
B14545,Microbiology — Reference14545,Gerard J. Tortora,Microbiology,4,F45,LIB0000014545,Academic
B14546,Engineering Circuit Analysis — Student14546,William H. Hayt,Electrical Engineering,1,F46,LIB0000014546,Academic
B14547,Cognitive Psychology — Study14547,Robert J. Sternberg,Psychology,4,F47,LIB0000014547,Academic
B14548,Signals and Systems — Study14548,Alan V. Oppenheim,Electrical Engineering,4,F48,LIB0000014548,Academic
B14549,Managerial Accounting — Reference14549,Ray H. Garrison,Accounting,5,F49,LIB0000014549,Academic
B14550,Principles of Economics — Student14550,N. Gregory Mankiw,Economics,5,F50,LIB0000014550,Academic
B14551,Signals and Systems — Student14551,Alan V. Oppenheim,Electrical Engineering,5,F1,LIB0000014551,Academic
B14552,Managerial Accounting — Reference14552,Ray H. Garrison,Accounting,4,F2,LIB0000014552,Academic
B14553,Classical Mechanics — Reference14553,John R. Taylor,Physics,2,F3,LIB0000014553,Academic
B14554,Constitutional Law — University14554,Erwin Chemerinsky,Law,3,F4,LIB0000014554,Academic
B14555,Organizational Behavior — Student14555,Stephen P. Robbins,Management,3,F5,LIB0000014555,Academic
B14556,Engineering Mechanics: Statics — Study14556,J.L. Meriam,Mechanical Engineering,4,F6,LIB0000014556,Academic
B14557,"Form, Space & Order — Student14557",Francis D.K. Ching,Architecture,3,F7,LIB0000014557,Academic
B14558,Psychology — Reference14558,David G. Myers,Psychology,3,F8,LIB0000014558,Academic
B14559,Linear Algebra and Its Applications — Student14559,David C. Lay,Mathematics,4,F9,LIB0000014559,Academic
B14560,Psychology — Student14560,David G. Myers,Psychology,0,F10,LIB0000014560,Academic
B14561,Probability and Statistics — Student14561,Morris H. DeGroot,Statistics,4,F11,LIB0000014561,Academic
B14562,Psychology — Student14562,David G. Myers,Psychology,4,F12,LIB0000014562,Academic
B14563,Statistical Inference — University14563,George Casella,Statistics,2,F13,LIB0000014563,Academic
B14564,Microelectronic Circuits — Student14564,Adel S. Sedra,Electrical Engineering,0,F14,LIB0000014564,Academic
B14565,Operating System Concepts — Study14565,Abraham Silberschatz,Computer Science,3,F15,LIB0000014565,Academic
B14566,Managerial Accounting — Study14566,Ray H. Garrison,Accounting,2,F16,LIB0000014566,Academic
B14567,Research Methodology — Study14567,C.R. Kothari,Research,2,F17,LIB0000014567,Academic
B14568,Sociology — Student14568,Anthony Giddens,Sociology,2,F18,LIB0000014568,Academic
B14569,Cognitive Psychology — Student14569,Robert J. Sternberg,Psychology,0,F19,LIB0000014569,Academic
B14570,Python Crash Course — Study14570,Eric Matthes,Computer Science,5,F20,LIB0000014570,Academic
B14571,Artificial Intelligence: A Modern Approach — University14571,Stuart Russell,Computer Science,4,F21,LIB0000014571,Academic
B14572,Database System Concepts — Reference14572,Abraham Silberschatz,Computer Science,3,F22,LIB0000014572,Academic
B14573,Engineering Mechanics: Statics — University14573,J.L. Meriam,Mechanical Engineering,0,F23,LIB0000014573,Academic
B14574,Cognitive Psychology — Study14574,Robert J. Sternberg,Psychology,0,F24,LIB0000014574,Academic
B14575,Psychology — University14575,David G. Myers,Psychology,3,F25,LIB0000014575,Academic
B14576,Introduction to Electrodynamics — Reference14576,David J. Griffiths,Physics,3,F26,LIB0000014576,Academic
B14577,Clean Code — Reference14577,Robert C. Martin,Computer Science,2,F27,LIB0000014577,Academic
B14578,Materials Science and Engineering — University14578,William D. Callister,Materials Science,4,F28,LIB0000014578,Academic
B14579,Microelectronic Circuits — Reference14579,Adel S. Sedra,Electrical Engineering,1,F29,LIB0000014579,Academic
B14580,Microelectronic Circuits — University14580,Adel S. Sedra,Electrical Engineering,5,F30,LIB0000014580,Academic
B14581,Organizational Behavior — University14581,Stephen P. Robbins,Management,3,F31,LIB0000014581,Academic
B14582,Database System Concepts — Study14582,Abraham Silberschatz,Computer Science,1,F32,LIB0000014582,Academic
B14583,Introduction to Electrodynamics — Reference14583,David J. Griffiths,Physics,3,F33,LIB0000014583,Academic
B14584,Campbell Biology — Study14584,Jane B. Reece,Biology,1,F34,LIB0000014584,Academic
B14585,Operating System Concepts — University14585,Abraham Silberschatz,Computer Science,2,F35,LIB0000014585,Academic
B14586,Operations Management — Study14586,Jay Heizer,Management,4,F36,LIB0000014586,Academic
B14587,Organizational Behavior — Reference14587,Stephen P. Robbins,Management,3,F37,LIB0000014587,Academic
B14588,Introduction to Electrodynamics — Study14588,David J. Griffiths,Physics,4,F38,LIB0000014588,Academic
B14589,Artificial Intelligence: A Modern Approach — Student14589,Stuart Russell,Computer Science,2,F39,LIB0000014589,Academic
B14590,Marketing Management — Reference14590,Philip Kotler,Business,3,F40,LIB0000014590,Academic
B14591,Research Methodology — Study14591,C.R. Kothari,Research,4,F41,LIB0000014591,Academic
B14592,Computer Networking: A Top-Down Approach — Study14592,James Kurose,Computer Science,1,F42,LIB0000014592,Academic
B14593,Microeconomics — Student14593,Robert S. Pindyck,Economics,3,F43,LIB0000014593,Academic
B14594,Concrete Technology — Student14594,M.S. Shetty,Civil Engineering,3,F44,LIB0000014594,Academic
B14595,Database System Concepts — Study14595,Abraham Silberschatz,Computer Science,1,F45,LIB0000014595,Academic
B14596,University Physics — Study14596,Hugh D. Young,Physics,1,F46,LIB0000014596,Academic
B14597,Chemistry — Reference14597,Raymond Chang,Chemistry,5,F47,LIB0000014597,Academic
B14598,Operating System Concepts — Reference14598,Abraham Silberschatz,Computer Science,4,F48,LIB0000014598,Academic
B14599,Corporate Finance — Study14599,Jonathan Berk,Finance,4,F49,LIB0000014599,Academic
B14600,Research Methodology — Reference14600,C.R. Kothari,Research,4,F50,LIB0000014600,Academic
B14601,Microbiology — University14601,Gerard J. Tortora,Microbiology,3,F1,LIB0000014601,Academic
B14602,Engineering Circuit Analysis — Reference14602,William H. Hayt,Electrical Engineering,1,F2,LIB0000014602,Academic
B14603,Calculus — Student14603,James Stewart,Mathematics,5,F3,LIB0000014603,Academic
B14604,Genetics: A Conceptual Approach — Study14604,Benjamin A. Pierce,Biology,1,F4,LIB0000014604,Academic
B14605,Law of Contracts — Study14605,Avtar Singh,Law,4,F5,LIB0000014605,Academic
B14606,Sociology — Study14606,Anthony Giddens,Sociology,0,F6,LIB0000014606,Academic
B14607,Molecular Biology of the Cell — Study14607,Bruce Alberts,Biology,0,F7,LIB0000014607,Academic
B14608,Corporate Finance — Student14608,Jonathan Berk,Finance,0,F8,LIB0000014608,Academic
B14609,Database System Concepts — Reference14609,Abraham Silberschatz,Computer Science,4,F9,LIB0000014609,Academic
B14610,Constitutional Law — Study14610,Erwin Chemerinsky,Law,2,F10,LIB0000014610,Academic
B14611,Cognitive Psychology — Reference14611,Robert J. Sternberg,Psychology,4,F11,LIB0000014611,Academic
B14612,Physical Chemistry — Study14612,Peter Atkins,Chemistry,0,F12,LIB0000014612,Academic
B14613,Lehninger Principles of Biochemistry — Study14613,Nelson & Cox,Biochemistry,2,F13,LIB0000014613,Academic
B14614,Physical Chemistry — Study14614,Peter Atkins,Chemistry,3,F14,LIB0000014614,Academic
B14615,Fluid Mechanics — Study14615,Frank M. White,Mechanical Engineering,5,F15,LIB0000014615,Academic
B14616,Thermodynamics: An Engineering Approach — University14616,Yunus A. Cengel,Mechanical Engineering,2,F16,LIB0000014616,Academic
B14617,Probability and Statistics — Student14617,Morris H. DeGroot,Statistics,5,F17,LIB0000014617,Academic
B14618,Cognitive Psychology — Study14618,Robert J. Sternberg,Psychology,1,F18,LIB0000014618,Academic
B14619,Materials Science and Engineering — University14619,William D. Callister,Materials Science,0,F19,LIB0000014619,Academic
B14620,Structural Analysis — University14620,R.C. Hibbeler,Civil Engineering,3,F20,LIB0000014620,Academic
B14621,Cognitive Psychology — Study14621,Robert J. Sternberg,Psychology,1,F21,LIB0000014621,Academic
B14622,Thermodynamics: An Engineering Approach — Reference14622,Yunus A. Cengel,Mechanical Engineering,5,F22,LIB0000014622,Academic
B14623,Probability and Statistics — Study14623,Morris H. DeGroot,Statistics,0,F23,LIB0000014623,Academic
B14624,Law of Contracts — Reference14624,Avtar Singh,Law,1,F24,LIB0000014624,Academic
B14625,Artificial Intelligence: A Modern Approach — Study14625,Stuart Russell,Computer Science,0,F25,LIB0000014625,Academic
B14626,Financial Accounting — University14626,Jerry J. Weygandt,Accounting,1,F26,LIB0000014626,Academic
B14627,Corporate Finance — Study14627,Jonathan Berk,Finance,2,F27,LIB0000014627,Academic
B14628,Statistical Inference — Study14628,George Casella,Statistics,0,F28,LIB0000014628,Academic
B14629,Probability and Statistics — University14629,Morris H. DeGroot,Statistics,4,F29,LIB0000014629,Academic
B14630,Microelectronic Circuits — Study14630,Adel S. Sedra,Electrical Engineering,4,F30,LIB0000014630,Academic
B14631,Fluid Mechanics — Student14631,Frank M. White,Mechanical Engineering,2,F31,LIB0000014631,Academic
B14632,Corporate Finance — University14632,Jonathan Berk,Finance,4,F32,LIB0000014632,Academic
B14633,Academic Writing — Study14633,Stephen Bailey,Academic Skills,1,F33,LIB0000014633,Academic
B14634,Research Methodology — Student14634,C.R. Kothari,Research,3,F34,LIB0000014634,Academic
B14635,Lehninger Principles of Biochemistry — Reference14635,Nelson & Cox,Biochemistry,4,F35,LIB0000014635,Academic
B14636,Lehninger Principles of Biochemistry — University14636,Nelson & Cox,Biochemistry,5,F36,LIB0000014636,Academic
B14637,Financial Accounting — University14637,Jerry J. Weygandt,Accounting,2,F37,LIB0000014637,Academic
B14638,Materials Science and Engineering — Reference14638,William D. Callister,Materials Science,4,F38,LIB0000014638,Academic
B14639,Operating System Concepts — Study14639,Abraham Silberschatz,Computer Science,2,F39,LIB0000014639,Academic
B14640,Sociology — University14640,Anthony Giddens,Sociology,4,F40,LIB0000014640,Academic
B14641,Operations Management — Reference14641,Jay Heizer,Management,5,F41,LIB0000014641,Academic
B14642,Principles of Economics — Study14642,N. Gregory Mankiw,Economics,4,F42,LIB0000014642,Academic
B14643,Managerial Accounting — University14643,Ray H. Garrison,Accounting,0,F43,LIB0000014643,Academic
B14644,Calculus — Study14644,James Stewart,Mathematics,0,F44,LIB0000014644,Academic
B14645,Microelectronic Circuits — Reference14645,Adel S. Sedra,Electrical Engineering,3,F45,LIB0000014645,Academic
B14646,Database System Concepts — Reference14646,Abraham Silberschatz,Computer Science,0,F46,LIB0000014646,Academic
B14647,Fundamentals of Physics — Reference14647,David Halliday,Physics,2,F47,LIB0000014647,Academic
B14648,Microeconomics — Study14648,Robert S. Pindyck,Economics,5,F48,LIB0000014648,Academic
B14649,Microbiology — Study14649,Gerard J. Tortora,Microbiology,2,F49,LIB0000014649,Academic
B14650,"Form, Space & Order — University14650",Francis D.K. Ching,Architecture,5,F50,LIB0000014650,Academic
B14651,Linear Algebra and Its Applications — University14651,David C. Lay,Mathematics,4,F1,LIB0000014651,Academic
B14652,Operations Management — University14652,Jay Heizer,Management,1,F2,LIB0000014652,Academic
B14653,Materials Science and Engineering — University14653,William D. Callister,Materials Science,3,F3,LIB0000014653,Academic
B14654,"Form, Space & Order — Reference14654",Francis D.K. Ching,Architecture,2,F4,LIB0000014654,Academic
B14655,Signals and Systems — Student14655,Alan V. Oppenheim,Electrical Engineering,1,F5,LIB0000014655,Academic
B14656,Probability and Statistics — Study14656,Morris H. DeGroot,Statistics,1,F6,LIB0000014656,Academic
B14657,Introduction to Algorithms — University14657,Thomas H. Cormen,Computer Science,1,F7,LIB0000014657,Academic
B14658,Corporate Finance — Study14658,Jonathan Berk,Finance,4,F8,LIB0000014658,Academic
B14659,Chemistry — University14659,Raymond Chang,Chemistry,4,F9,LIB0000014659,Academic
B14660,Macroeconomics — Study14660,Olivier Blanchard,Economics,1,F10,LIB0000014660,Academic
B14661,Organic Chemistry — University14661,Paula Yurkanis Bruice,Chemistry,2,F11,LIB0000014661,Academic
B14662,Artificial Intelligence: A Modern Approach — University14662,Stuart Russell,Computer Science,4,F12,LIB0000014662,Academic
B14663,Thermodynamics: An Engineering Approach — Study14663,Yunus A. Cengel,Mechanical Engineering,3,F13,LIB0000014663,Academic
B14664,Corporate Finance — Study14664,Jonathan Berk,Finance,0,F14,LIB0000014664,Academic
B14665,Materials Science and Engineering — Reference14665,William D. Callister,Materials Science,3,F15,LIB0000014665,Academic
B14666,Corporate Finance — Reference14666,Jonathan Berk,Finance,4,F16,LIB0000014666,Academic
B14667,Organizational Behavior — Reference14667,Stephen P. Robbins,Management,5,F17,LIB0000014667,Academic
B14668,Operating System Concepts — Student14668,Abraham Silberschatz,Computer Science,2,F18,LIB0000014668,Academic
B14669,Fundamentals of Physics — University14669,David Halliday,Physics,5,F19,LIB0000014669,Academic
B14670,Linear Algebra and Its Applications — Reference14670,David C. Lay,Mathematics,1,F20,LIB0000014670,Academic
B14671,Chemistry — Study14671,Raymond Chang,Chemistry,5,F21,LIB0000014671,Academic
B14672,Introduction to Electrodynamics — Reference14672,David J. Griffiths,Physics,3,F22,LIB0000014672,Academic
B14673,Microbiology — Student14673,Gerard J. Tortora,Microbiology,2,F23,LIB0000014673,Academic
B14674,Corporate Finance — Study14674,Jonathan Berk,Finance,2,F24,LIB0000014674,Academic
B14675,"Form, Space & Order — Study14675",Francis D.K. Ching,Architecture,2,F25,LIB0000014675,Academic
B14676,Fundamentals of Physics — Student14676,David Halliday,Physics,4,F26,LIB0000014676,Academic
B14677,Marketing Management — Student14677,Philip Kotler,Business,3,F27,LIB0000014677,Academic
B14678,Introduction to Algorithms — University14678,Thomas H. Cormen,Computer Science,0,F28,LIB0000014678,Academic
B14679,Discrete Mathematics and Its Applications — Study14679,Kenneth Rosen,Mathematics,2,F29,LIB0000014679,Academic
B14680,Thermodynamics: An Engineering Approach — Study14680,Yunus A. Cengel,Mechanical Engineering,5,F30,LIB0000014680,Academic
B14681,Marketing Management — Student14681,Philip Kotler,Business,0,F31,LIB0000014681,Academic
B14682,Signals and Systems — Study14682,Alan V. Oppenheim,Electrical Engineering,3,F32,LIB0000014682,Academic
B14683,Psychology — Reference14683,David G. Myers,Psychology,1,F33,LIB0000014683,Academic
B14684,Engineering Circuit Analysis — Student14684,William H. Hayt,Electrical Engineering,1,F34,LIB0000014684,Academic
B14685,Macroeconomics — Student14685,Olivier Blanchard,Economics,0,F35,LIB0000014685,Academic
B14686,Social Psychology — Reference14686,David Myers,Psychology,1,F36,LIB0000014686,Academic
B14687,Academic Writing — University14687,Stephen Bailey,Academic Skills,1,F37,LIB0000014687,Academic
B14688,Chemistry — Reference14688,Raymond Chang,Chemistry,3,F38,LIB0000014688,Academic
B14689,Macroeconomics — Study14689,Olivier Blanchard,Economics,2,F39,LIB0000014689,Academic
B14690,Chemistry — Student14690,Raymond Chang,Chemistry,1,F40,LIB0000014690,Academic
B14691,"Form, Space & Order — Student14691",Francis D.K. Ching,Architecture,5,F41,LIB0000014691,Academic
B14692,Social Psychology — Study14692,David Myers,Psychology,5,F42,LIB0000014692,Academic
B14693,Constitutional Law — Reference14693,Erwin Chemerinsky,Law,0,F43,LIB0000014693,Academic
B14694,Microbiology — Study14694,Gerard J. Tortora,Microbiology,2,F44,LIB0000014694,Academic
B14695,Thermodynamics: An Engineering Approach — Student14695,Yunus A. Cengel,Mechanical Engineering,5,F45,LIB0000014695,Academic
B14696,Microbiology — Reference14696,Gerard J. Tortora,Microbiology,2,F46,LIB0000014696,Academic
B14697,"Form, Space & Order — Student14697",Francis D.K. Ching,Architecture,0,F47,LIB0000014697,Academic
B14698,Computer Networking: A Top-Down Approach — Study14698,James Kurose,Computer Science,2,F48,LIB0000014698,Academic
B14699,Macroeconomics — University14699,Olivier Blanchard,Economics,1,F49,LIB0000014699,Academic
B14700,Managerial Accounting — Reference14700,Ray H. Garrison,Accounting,5,F50,LIB0000014700,Academic
B14701,Microbiology — Study14701,Gerard J. Tortora,Microbiology,0,F1,LIB0000014701,Academic
B14702,Law of Contracts — Reference14702,Avtar Singh,Law,4,F2,LIB0000014702,Academic
B14703,Corporate Finance — Student14703,Jonathan Berk,Finance,0,F3,LIB0000014703,Academic
B14704,Fluid Mechanics — Reference14704,Frank M. White,Mechanical Engineering,4,F4,LIB0000014704,Academic
B14705,Managerial Accounting — Study14705,Ray H. Garrison,Accounting,1,F5,LIB0000014705,Academic
B14706,Fluid Mechanics — Student14706,Frank M. White,Mechanical Engineering,4,F6,LIB0000014706,Academic
B14707,Python Crash Course — Student14707,Eric Matthes,Computer Science,0,F7,LIB0000014707,Academic
B14708,Organic Chemistry — Student14708,Paula Yurkanis Bruice,Chemistry,5,F8,LIB0000014708,Academic
B14709,Molecular Biology of the Cell — University14709,Bruce Alberts,Biology,0,F9,LIB0000014709,Academic
B14710,Signals and Systems — Student14710,Alan V. Oppenheim,Electrical Engineering,1,F10,LIB0000014710,Academic
B14711,Molecular Biology of the Cell — Reference14711,Bruce Alberts,Biology,4,F11,LIB0000014711,Academic
B14712,Lehninger Principles of Biochemistry — Reference14712,Nelson & Cox,Biochemistry,2,F12,LIB0000014712,Academic
B14713,Cognitive Psychology — Reference14713,Robert J. Sternberg,Psychology,3,F13,LIB0000014713,Academic
B14714,Concrete Technology — Student14714,M.S. Shetty,Civil Engineering,2,F14,LIB0000014714,Academic
B14715,Control Systems Engineering — University14715,Norman S. Nise,Electrical Engineering,0,F15,LIB0000014715,Academic
B14716,Clean Code — Student14716,Robert C. Martin,Computer Science,2,F16,LIB0000014716,Academic
B14717,Fundamentals of Physics — Reference14717,David Halliday,Physics,0,F17,LIB0000014717,Academic
B14718,Structural Analysis — Study14718,R.C. Hibbeler,Civil Engineering,0,F18,LIB0000014718,Academic
B14719,Discrete Mathematics and Its Applications — Study14719,Kenneth Rosen,Mathematics,5,F19,LIB0000014719,Academic
B14720,Corporate Finance — Reference14720,Jonathan Berk,Finance,5,F20,LIB0000014720,Academic
B14721,Discrete Mathematics and Its Applications — Student14721,Kenneth Rosen,Mathematics,0,F21,LIB0000014721,Academic
B14722,Structural Analysis — Reference14722,R.C. Hibbeler,Civil Engineering,5,F22,LIB0000014722,Academic
B14723,Computer Networking: A Top-Down Approach — Reference14723,James Kurose,Computer Science,4,F23,LIB0000014723,Academic
B14724,Molecular Biology of the Cell — Reference14724,Bruce Alberts,Biology,2,F24,LIB0000014724,Academic
B14725,Classical Mechanics — Student14725,John R. Taylor,Physics,4,F25,LIB0000014725,Academic
B14726,Introduction to Algorithms — Student14726,Thomas H. Cormen,Computer Science,0,F26,LIB0000014726,Academic
B14727,Linear Algebra and Its Applications — University14727,David C. Lay,Mathematics,3,F27,LIB0000014727,Academic
B14728,Introduction to Algorithms — Student14728,Thomas H. Cormen,Computer Science,0,F28,LIB0000014728,Academic
B14729,Cognitive Psychology — Study14729,Robert J. Sternberg,Psychology,3,F29,LIB0000014729,Academic
B14730,Clean Code — Reference14730,Robert C. Martin,Computer Science,4,F30,LIB0000014730,Academic
B14731,Statistical Inference — Student14731,George Casella,Statistics,2,F31,LIB0000014731,Academic
B14732,Campbell Biology — University14732,Jane B. Reece,Biology,5,F32,LIB0000014732,Academic
B14733,Fundamentals of Physics — Student14733,David Halliday,Physics,5,F33,LIB0000014733,Academic
B14734,Financial Accounting — Study14734,Jerry J. Weygandt,Accounting,0,F34,LIB0000014734,Academic
B14735,Materials Science and Engineering — Study14735,William D. Callister,Materials Science,0,F35,LIB0000014735,Academic
B14736,Microeconomics — Student14736,Robert S. Pindyck,Economics,4,F36,LIB0000014736,Academic
B14737,Principles of Economics — Study14737,N. Gregory Mankiw,Economics,3,F37,LIB0000014737,Academic
B14738,Campbell Biology — Study14738,Jane B. Reece,Biology,0,F38,LIB0000014738,Academic
B14739,Psychology — Study14739,David G. Myers,Psychology,1,F39,LIB0000014739,Academic
